Name,Hash,Id,Tag,Tier,Type,Source,Equippable,Power,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,DTR Rating,# of Reviews,Mobility,Resilience,Recovery,Discipline,Intellect,Strength,Total,Mobility (Base),Resilience (Base),Recovery (Base),Discipline (Base),Intellect (Base),Strength (Base),Total (Base),Seasonal Mod,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5
Swordflight 4.1,1904811766,"""6917529121885595723""",,Legendary,Chest Armor,,Hunter,949,Solar Energy Capacity,4,Vault,false,false,1,1,,N/A,N/A,7,6,15,18,2,6,54,7,6,15,18,2,6,54,undying,,Upgrade Armor*,,,,,
Boots of Ascendancy,3824429433,"""6917529131879292319""",,Legendary,Leg Armor,garden,Warlock,950,Arc Energy Capacity,9,Vault,true,false,3,8,,N/A,N/A,12,7,24,14,9,6,72,7,7,14,14,9,6,57,undying,,Recovery Mod*,Traction*,Shotgun Scavenger*,Vitrified Chronology*,Upgrade Armor*,Legs of Optimacy*
Dreambane Strides,377813570,"""6917529103015651238""",,Legendary,Leg Armor,moon,Hunter,950,Solar Energy Capacity,6,Vault,true,false,3,8,,N/A,N/A,6,12,6,12,22,2,60,6,12,6,2,22,2,50,undying,PvE Nightmares:Paragon,Discipline Mod*,Enhanced Nightmare Breaker*,Upgrade Armor*,,,
Vigil of Heroes,2460793798,"""6917529146899403579""",junk,Legendary,Leg Armor,,Warlock,965,Arc Energy Capacity,3,Vault,false,false,3,9,,N/A,N/A,12,6,7,13,12,2,52,12,6,7,13,12,2,52,dawn,,Vanguard Veteran*,Upgrade Armor*,,,,
Tangled Web Gloves,4146408011,"""6917529131914553285""",,Legendary,Gauntlets,,Warlock,950,Solar Energy Capacity,3,Vault,false,false,2,4,,N/A,N/A,2,15,11,6,12,12,58,2,15,11,6,12,12,58,,,Upgrade Armor*,,,,,
Iron Will Vestments,4128151712,"""6917529134577788908""",,Legendary,Chest Armor,ironbanner,Warlock,950,Arc Energy Capacity,4,Vault,true,false,3,8,,N/A,N/A,7,15,6,2,13,13,56,7,15,6,2,13,13,56,undying,,Iron Mossbone*,Upgrade Armor*,,,,
Ankaa Seeker IV,2775298636,"""6917529115890454965""",,Legendary,Helmet,,Warlock,950,Arc Energy Capacity,3,Vault,true,false,2,7,,N/A,N/A,12,6,7,2,2,23,52,12,6,7,2,2,23,52,undying,Strength,Upgrade Armor*,,,,,
Swordflight 4.1,1801625827,"""6917529124130600657""",,Legendary,Helmet,,Hunter,950,Void Energy Capacity,3,Vault,true,false,1,1,,N/A,N/A,8,2,18,12,12,2,54,8,2,18,12,12,2,54,undying,,Upgrade Armor*,,,,,
Substitutional Alloy Strides,2096778463,"""6917529111279090794""",,Legendary,Leg Armor,seasonpass,Hunter,948,Solar Energy Capacity,2,Vault,false,false,3,8,,N/A,N/A,12,7,6,2,18,7,52,12,7,6,2,18,7,52,undying,High intellect,Upgrade Armor*,,,,,
Swordflight 4.1,2473130418,"""6917529121879310541""",,Legendary,Gauntlets,,Hunter,951,Void Energy Capacity,4,Vault,true,false,1,1,,N/A,N/A,2,6,17,2,6,19,52,2,6,17,2,6,19,52,undying,,Upgrade Armor*,,,,,
Red Moon Phantom Mask,432525353,"""6917529118634362469""",,Legendary,Helmet,,Hunter,948,Arc Energy Capacity,3,Vault,true,false,2,4,,N/A,N/A,2,7,17,23,2,12,63,2,7,17,23,2,2,53,,,Strength Mod*,Upgrade Armor*,,,,
Thorium Holt Hood,1728789982,"""6917529146911814749""",junk,Legendary,Helmet,,Warlock,963,Arc Energy Capacity,1,Vault,false,false,2,4,,N/A,N/A,16,2,7,7,11,7,50,16,2,7,7,11,7,50,,,Upgrade Armor*,,,,,
Gunsmith's Devotion Gloves,2286640864,"""6917529124567969201""",,Legendary,Gauntlets,,Warlock,948,Void Energy Capacity,7,Vault,true,false,2,5,,N/A,N/A,6,13,17,20,6,2,64,6,13,7,20,6,2,54,forge,,Recovery Mod*,Hand Cannon Loader*,Midnight Smith*,Upgrade Armor*,,
Righteous Hood,1557571327,"""6917529140437162704""",,Legendary,Helmet,,Warlock,960,Solar Energy Capacity,2,Vault,false,false,3,9,,N/A,N/A,17,2,10,8,6,12,55,17,2,10,8,6,12,55,dawn,,Upgrade Armor*,,,,,
Swordflight 4.1,3298826188,"""6917529121927548893""",,Legendary,Leg Armor,,Hunter,951,Solar Energy Capacity,1,Vault,false,false,1,1,,N/A,N/A,19,6,2,8,11,6,52,19,6,2,8,11,6,52,undying,,Upgrade Armor*,,,,,
War Mantis,803939997,"""6917529136113262916""",,Rare,Gauntlets,,Hunter,950,Void Energy Capacity,5,Vault,true,false,2,4,,N/A,N/A,15,29,8,0,0,0,52,15,29,8,0,0,0,52,,,Upgrade Armor*,,,,,
Iron Will Mask,1098138990,"""6917529126561229165""",,Legendary,Helmet,ironbanner,Hunter,950,Solar Energy Capacity,2,Vault,false,false,3,8,,N/A,N/A,9,7,13,8,19,2,58,9,7,13,8,19,2,58,undying,,Iron Mossbone*,Upgrade Armor*,,,,
Substitutional Alloy Robes,3166926328,"""6917529108323068189""",,Legendary,Chest Armor,vexoffensive,Warlock,938,Solar Energy Capacity,7,Vault,true,false,3,8,,N/A,N/A,2,6,29,11,14,2,64,2,6,19,11,14,2,54,undying,,Recovery Mod*,Echoes of Io*,Upgrade Armor*,Symmetrists' Habit*,,
Ankaa Seeker IV,2727890395,"""6917529115294772231""",,Legendary,Chest Armor,,Warlock,949,Solar Energy Capacity,4,Vault,true,false,2,7,,N/A,N/A,2,2,33,10,8,7,62,2,2,23,10,8,7,52,undying,,Recovery Mod*,Iron Mossbone*,Upgrade Armor*,Robes of Optimacy*,,
Prodigal Gloves,3386676796,"""6917529146905574215""",,Legendary,Gauntlets,,Warlock,960,Arc Energy Capacity,2,Vault,false,false,2,4,,N/A,N/A,2,12,11,12,2,18,57,2,12,11,12,2,18,57,,,Upgrade Armor*,,,,,
Notorious Reaper Mask,1295793304,"""6917529130668510309""",,Legendary,Helmet,,Hunter,950,Solar Energy Capacity,3,Vault,true,false,2,6,,N/A,N/A,11,9,8,18,7,6,59,11,9,8,18,7,6,59,,,Reaper +3*,Upgrade Armor*,,,,
Prodigal Steps,2772485446,"""6917529135209354799""",,Legendary,Leg Armor,,Warlock,950,Solar Energy Capacity,1,Vault,false,false,2,4,,N/A,N/A,2,11,13,7,21,2,56,2,11,13,7,21,2,56,,,Upgrade Armor*,,,,,
Prodigal Steps,2772485446,"""6917529141206253242""",,Legendary,Leg Armor,,Warlock,957,Solar Energy Capacity,5,Vault,false,false,2,4,,N/A,N/A,17,8,2,2,2,24,55,17,8,2,2,2,24,55,,,Upgrade Armor*,,,,,
Orpheus Rig,193869523,"""6917529133382684815""",,Exotic,Leg Armor,,Hunter,957,Void Energy Capacity,2,Vault,false,false,1,1,,N/A,N/A,14,2,17,7,7,12,59,14,2,17,7,7,12,59,,,Uncanny Arrows*,Upgrade Armor*,,,,
Getaway Artist,3084282676,"""6917529146911819912""",,Exotic,Gauntlets,,Warlock,963,Void Energy Capacity,4,Vault,false,false,2,6,,N/A,N/A,19,7,3,8,10,11,58,19,7,3,8,10,11,58,,,Dynamic Duo*,Upgrade Armor*,,,,
Notorious Reaper Grips,3533064929,"""6917529136365893378""",,Legendary,Gauntlets,,Hunter,950,Arc Energy Capacity,1,Vault,false,false,2,6,,N/A,N/A,6,8,17,7,2,19,59,6,8,17,7,2,19,59,,,Reaper +3*,Upgrade Armor*,,,,
Red Moon Phantom Mask,432525353,"""6917529122049044212""",,Legendary,Helmet,,Hunter,949,Arc Energy Capacity,3,Vault,false,false,2,4,,N/A,N/A,11,7,6,2,18,6,50,11,7,6,2,18,6,50,,,Upgrade Armor*,,,,,
Iron Truage Hood,423204919,"""6917529145678958734""",junk,Legendary,Helmet,,Warlock,963,Arc Energy Capacity,2,Vault,false,false,3,9,,N/A,N/A,6,20,2,8,14,6,56,6,20,2,8,14,6,56,dawn,,Iron Fuchsite*,Upgrade Armor*,,,,
Red Moon Phantom Vest,24598504,"""6917529122031146070""",,Legendary,Chest Armor,,Hunter,950,Solar Energy Capacity,1,Vault,false,false,2,4,,N/A,N/A,2,11,11,18,2,7,51,2,11,11,18,2,7,51,,,Upgrade Armor*,,,,,
Red Moon Phantom Grips,2518901664,"""6917529130668508755""",,Legendary,Gauntlets,,Hunter,950,Arc Energy Capacity,4,Vault,false,false,2,4,,N/A,N/A,14,6,7,8,12,9,56,14,6,7,8,12,9,56,,,Upgrade Armor*,,,,,
Prodigal Grasps,3593916933,"""6917529127460073293""",,Legendary,Gauntlets,,Hunter,955,Solar Energy Capacity,2,Vault,false,false,2,4,,N/A,N/A,18,2,6,11,12,7,56,18,2,6,11,12,7,56,,,Upgrade Armor*,,,,,
Swordflight 4.1,2473130418,"""6917529122355546905""",,Legendary,Gauntlets,,Hunter,951,Void Energy Capacity,2,Vault,true,false,1,1,,N/A,N/A,13,6,6,2,18,6,51,13,6,6,2,18,6,51,undying,,Upgrade Armor*,,,,,
Mechaneer's Tricksleeves,1734144409,"""6917529131535538662""",,Exotic,Gauntlets,,Hunter,956,Solar Energy Capacity,3,Vault,false,false,1,1,,N/A,N/A,12,13,6,13,6,10,60,12,13,6,13,6,10,60,,,Spring-Loaded Mounting*,Upgrade Armor*,,,,
Righteous Cloak,940065571,"""6917529142478956323""",junk,Legendary,Hunter Cloak,seasonpass,Hunter,961,Void Energy Capacity,1,Vault,false,false,3,9,,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dawn,,Upgrade Armor*,,,,,
Celestial Nighthawk,1321354573,"""6917529120297779067""",,Exotic,Helmet,,Hunter,951,Void Energy Capacity,4,Vault,false,false,1,1,,N/A,N/A,16,8,19,6,17,6,72,16,8,9,6,17,6,62,,,Recovery Mod*,Hawkeye Hack*,Upgrade Armor*,Victorian Silverhawk*,,
Thorium Holt Gloves,532728591,"""6917529146911813841""",junk,Legendary,Gauntlets,,Warlock,963,Void Energy Capacity,2,Vault,false,false,2,4,,N/A,N/A,7,6,12,11,11,2,49,7,6,12,11,11,2,49,,,Upgrade Armor*,,,,,
Iron Will Sleeves,2547799775,"""6917529127472302119""",,Legendary,Gauntlets,ironbanner,Hunter,950,Void Energy Capacity,2,Vault,true,false,3,8,,N/A,N/A,2,18,6,19,10,2,57,2,18,6,19,10,2,57,undying,,Iron Mossbone*,Upgrade Armor*,,,,
Lucky Raspberry,903984858,"""6917529145715516209""",,Exotic,Chest Armor,,Hunter,962,Void Energy Capacity,2,Vault,false,false,1,1,,N/A,N/A,12,3,17,12,2,14,60,12,3,17,12,2,14,60,,,Probability Matrix*,Upgrade Armor*,,,,
Iron Will Cloak,2414679508,"""6917529125904553715""",,Legendary,Hunter Cloak,ironbanner,Hunter,949,Solar Energy Capacity,4,Vault,true,false,3,8,,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,undying,Unique solar,Iron Mossbone*,Upgrade Armor*,,,,
The Stag,2177524718,"""6917529112037204857""",,Exotic,Helmet,,Warlock,949,Void Energy Capacity,9,Vault,true,false,1,2,,N/A,N/A,11,15,14,13,8,7,68,11,15,4,13,8,7,58,,,Recovery Mod*,Precision Weapon Targeting*,Dearly Departed*,Iron Mossbone*,Upgrade Armor*,
Notorious Reaper Vest,1984789551,"""6917529137112027108""",,Legendary,Chest Armor,,Hunter,950,Arc Energy Capacity,1,Vault,false,false,2,6,,N/A,N/A,2,8,20,15,6,7,58,2,8,20,15,6,7,58,,,Reaper +3*,Upgrade Armor*,,,,
Prodigal Steps,2772485446,"""6917529117567542061""",,Legendary,Leg Armor,,Warlock,947,Arc Energy Capacity,1,Vault,true,false,2,4,,N/A,N/A,23,2,2,6,13,6,52,23,2,2,6,13,6,52,,,Upgrade Armor*,,,,,
Iron Will Steps,1498852482,"""6917529134559190842""",,Legendary,Leg Armor,ironbanner,Warlock,950,Solar Energy Capacity,7,Vault,true,false,3,8,,N/A,N/A,6,6,17,8,12,18,67,6,6,17,8,12,8,57,undying,,Strength Mod*,Fusion Rifle Scavenger*,Iron Mossbone*,Upgrade Armor*,,
Iron Will Sleeves,2547799775,"""6917529127472304610""",,Legendary,Gauntlets,ironbanner,Hunter,950,Solar Energy Capacity,3,Vault,false,false,3,8,,N/A,N/A,19,10,2,10,15,2,58,19,10,2,10,15,2,58,undying,,Iron Mossbone*,Upgrade Armor*,,,,
Grips of the Great Hunt,1127835600,"""6917529123112924858""",,Legendary,Gauntlets,,Hunter,949,Void Energy Capacity,3,Vault,true,false,2,4,,N/A,N/A,19,8,2,7,7,13,56,19,8,2,7,7,13,56,outlaw,,Taken Armaments*,Upgrade Armor*,,,,
Dreambane Cowl,659922705,"""6917529140114479059""",junk,Legendary,Helmet,moon,Hunter,962,Arc Energy Capacity,3,Vault,true,false,3,8,,N/A,N/A,2,17,6,10,7,7,49,2,17,6,10,7,7,49,undying,,Upgrade Armor*,,,,,
Substitutional Alloy Strides,2096778463,"""6917529130986787288""",,Legendary,Leg Armor,seasonpass,Hunter,750,Solar Energy Capacity,2,Vault,false,false,3,8,,N/A,N/A,2,10,16,16,8,6,58,2,10,16,16,8,6,58,undying,,Upgrade Armor*,,,,,
Vest of the Great Hunt,2868042232,"""6917529123148369119""",,Legendary,Chest Armor,,Hunter,950,Void Energy Capacity,2,Vault,false,false,2,4,,N/A,N/A,8,19,2,14,12,2,57,8,19,2,14,12,2,57,outlaw,,Upgrade Armor*,,,,,
Dreambane Helm,272413517,"""6917529101871710312""",,Legendary,Helmet,moon,Titan,860,Arc Energy Capacity,3,Vault,true,false,3,8,,N/A,N/A,17,6,2,2,11,10,48,17,6,2,2,11,10,48,undying,Unique,Dreambane Mod*,Upgrade Armor*,,,,
Substitutional Alloy Strides,2096778463,"""6917529110279865713""",,Legendary,Leg Armor,seasonpass,Hunter,947,Arc Energy Capacity,3,Vault,false,false,3,8,,N/A,N/A,22,6,2,2,12,14,58,22,6,2,2,12,14,58,undying,High mobility,Upgrade Armor*,,,,,
Notorious Reaper Mask,1295793304,"""6917529142478961268""",,Legendary,Helmet,,Hunter,959,Void Energy Capacity,3,Vault,false,false,2,6,,N/A,N/A,14,12,6,13,7,6,58,14,12,6,13,7,6,58,,,Reaper +3*,Upgrade Armor*,,,,
Strides of Ascendancy,2054979724,"""6917529112596431138""",,Legendary,Leg Armor,garden,Hunter,948,Solar Energy Capacity,4,Vault,true,false,3,8,,N/A,N/A,14,7,8,6,15,12,62,14,7,8,6,15,12,62,undying,High stats,Paragon Mod*,Upgrade Armor*,,,,
Yuga Sundown Boots,2970562833,"""6917529137807177740""",,Legendary,Leg Armor,,Warlock,954,Void Energy Capacity,7,Vault,true,false,1,3,,N/A,N/A,6,6,20,17,7,2,58,6,6,10,17,7,2,48,,"Unique, EP armor",Recovery Mod*,Sniper Rifle Scavenger*,Upgrade Armor*,,,
Iron Will Boots,1469050017,"""6917529127472306876""",,Legendary,Leg Armor,ironbanner,Hunter,950,Solar Energy Capacity,4,Vault,true,false,3,8,,N/A,N/A,12,8,10,12,9,9,60,12,8,10,12,9,9,60,undying,,Iron Mossbone*,Upgrade Armor*,,,,
Prodigal Grasps,3593916933,"""6917529123240112203""",,Legendary,Gauntlets,,Hunter,949,Solar Energy Capacity,2,Vault,false,false,2,4,,N/A,N/A,6,2,18,16,2,9,53,6,2,18,16,2,9,53,,,Upgrade Armor*,,,,,
Tangled Web Plate,4097652774,"""6917529146499636778""",junk,Legendary,Chest Armor,,Titan,962,Arc Energy Capacity,3,Vault,false,false,2,4,,N/A,N/A,10,7,6,2,19,6,50,10,7,6,2,19,6,50,,,Upgrade Armor*,,,,,
Vigil of Heroes,4074662489,"""6917529142409432890""",junk,Legendary,Gauntlets,,Hunter,961,Solar Energy Capacity,1,Vault,false,false,3,9,,N/A,N/A,7,2,17,14,10,2,52,7,2,17,14,10,2,52,dawn,,Vanguard Veteran*,Upgrade Armor*,,,,
Substitutional Alloy Grips,4026120125,"""6917529117011250533""",,Legendary,Gauntlets,seasonpass,Hunter,948,Arc Energy Capacity,8,Vault,true,false,3,8,,N/A,N/A,2,2,22,11,7,20,64,2,2,22,11,7,10,54,undying,Recovery,Strength Mod*,Rifle Loader*,Upgrade Armor*,,,
Aeon Soul,2950045886,"""6917529108954466958""",,Exotic,Gauntlets,,Warlock,958,Solar Energy Capacity,1,Vault,false,false,1,2,,N/A,N/A,6,4,22,7,20,2,61,6,4,22,7,20,2,61,,,Aeon Energy*,Upgrade Armor*,,,,
Iron Will Mask,1098138990,"""6917529133117563807""",,Legendary,Helmet,ironbanner,Hunter,950,Solar Energy Capacity,5,Vault,false,false,3,8,,N/A,N/A,9,11,8,13,10,6,57,9,11,8,13,10,6,57,undying,,Iron Mossbone*,Upgrade Armor*,,,,
Notorious Reaper Mask,1295793304,"""6917529129103366472""",,Legendary,Helmet,,Hunter,950,Void Energy Capacity,1,Vault,true,false,2,6,,N/A,N/A,14,7,9,14,6,9,59,14,7,9,14,6,9,59,,Unique,Reaper +3*,Upgrade Armor*,,,,
Iron Will Boots,1469050017,"""6917529115962470375""",,Legendary,Leg Armor,ironbanner,Hunter,949,Void Energy Capacity,9,Vault,true,false,3,8,,N/A,N/A,15,16,14,19,7,2,73,10,6,14,19,7,2,58,undying,PvP Knuckle Vod RESC:Resilience,Resilience Mod*,Sniper Rifle Scavenger*,Traction*,Polished Sea Stone*,Upgrade Armor*,Qiao's Strides*
Wing Discipline,3522021318,"""6917529145793495480""",junk,Legendary,Leg Armor,,Titan,962,Solar Energy Capacity,1,Vault,false,false,3,9,,N/A,N/A,2,19,6,7,7,13,54,2,19,6,7,7,13,54,dawn,,Crucible Legacy*,Upgrade Armor*,,,,
Notorious Reaper Gloves,722344178,"""6917529146108036655""",,Legendary,Gauntlets,,Warlock,960,Void Energy Capacity,2,Vault,false,false,2,6,,N/A,N/A,14,14,2,18,10,2,60,14,14,2,18,10,2,60,,,Reaper +3*,Upgrade Armor*,,,,
Liar's Handshake,4165919945,"""6917529103108976255""",,Exotic,Gauntlets,,Hunter,920,Arc Energy Capacity,5,Vault,true,false,2,6,,N/A,N/A,12,6,16,6,6,12,58,12,6,6,6,6,12,48,,,Recovery Mod*,Cross Counter*,Upgrade Armor*,,,
Swordflight 4.1,1904811766,"""6917529125898750301""",,Legendary,Chest Armor,,Hunter,951,Arc Energy Capacity,3,Vault,false,false,1,1,,N/A,N/A,6,12,8,6,2,19,53,6,12,8,6,2,19,53,undying,,Upgrade Armor*,,,,,
Red Moon Phantom Vest,24598504,"""6917529142414612342""",junk,Legendary,Chest Armor,,Hunter,961,Void Energy Capacity,3,Vault,false,false,2,4,,N/A,N/A,7,7,13,13,7,6,53,7,7,13,13,7,6,53,,,Upgrade Armor*,,,,,
Iron Will Gloves,863444264,"""6917529134577791159""",,Legendary,Gauntlets,ironbanner,Warlock,950,Solar Energy Capacity,4,Vault,true,false,3,8,,N/A,N/A,2,17,24,10,10,8,71,2,17,14,10,10,8,61,undying,,Recovery Mod*,Iron Mossbone*,Upgrade Armor*,,,
Mimetic Savior Greaves,1301696822,"""6917529146499641066""",junk,Legendary,Leg Armor,,Titan,962,Void Energy Capacity,5,Vault,false,false,2,4,,N/A,N/A,11,2,11,2,12,12,50,11,2,11,2,12,12,50,,,Upgrade Armor*,,,,,
Iron Will Vest,1058936857,"""6917529127472304386""",,Legendary,Chest Armor,ironbanner,Hunter,950,Arc Energy Capacity,1,Vault,true,false,3,8,,N/A,N/A,15,10,2,9,8,13,57,15,10,2,9,8,13,57,undying,,Iron Mossbone*,Upgrade Armor*,,,,
Woven Firesmith Boots,563606995,"""6917529136113262957""",,Legendary,Leg Armor,,Hunter,950,Void Energy Capacity,1,Vault,false,false,2,5,,N/A,N/A,2,6,18,7,13,7,53,2,6,18,7,13,7,53,forge,,New Age Black Armory*,Upgrade Armor*,,,,
Sanguine Alchemy,3070555693,"""6917529141303569622""",,Exotic,Chest Armor,,Warlock,960,Solar Energy Capacity,1,Vault,false,false,1,3,,N/A,N/A,20,3,8,6,9,13,59,20,3,8,6,9,13,59,,,Heightened Senses*,Upgrade Armor*,,,,
Dreambane Strides,377813570,"""6917529127478630439""",,Legendary,Leg Armor,moon,Hunter,955,Arc Energy Capacity,10,Vault,false,false,3,8,,N/A,N/A,4,24,4,9,13,10,64,2,22,2,7,11,8,52,undying,,Upgrade Armor*,,,,,
Thorium Holt Boots,1148805553,"""6917529140430905355""",,Legendary,Leg Armor,,Warlock,959,Void Energy Capacity,3,Vault,false,false,2,4,,N/A,N/A,6,14,9,2,17,7,55,6,14,9,2,17,7,55,,,Upgrade Armor*,,,,,
Dreambane Bond,2048903186,"""6917529103879713969""",,Legendary,Warlock Bond,moon,Warlock,860,Void Energy Capacity,1,Vault,true,false,3,8,,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,undying,Unique,Dreambane Mod*,Upgrade Armor*,,,,
Grips of Exaltation,1653741426,"""6917529131030234572""",,Legendary,Gauntlets,garden,Hunter,950,Arc Energy Capacity,3,Vault,false,false,3,8,,N/A,N/A,2,9,18,8,18,2,57,2,9,18,8,18,2,57,undying,,Upgrade Armor*,,,,,
Iron Truage Casque,3292445816,"""6917529145960919263""",,Legendary,Helmet,,Hunter,960,Void Energy Capacity,1,Vault,false,false,3,9,,N/A,N/A,13,13,2,16,2,13,59,13,13,2,16,2,13,59,dawn,,Iron Fuchsite*,Upgrade Armor*,,,,
Iron Truage Grips,3756249289,"""6917529145971798053""",,Legendary,Gauntlets,,Hunter,960,Arc Energy Capacity,4,Vault,false,false,3,9,,N/A,N/A,18,8,2,11,16,2,57,18,8,2,11,16,2,57,dawn,,Iron Fuchsite*,Upgrade Armor*,,,,
Iron Truage Vest,1181560527,"""6917529145966130265""",,Legendary,Chest Armor,,Hunter,960,Void Energy Capacity,1,Vault,false,false,3,9,,N/A,N/A,7,2,19,14,9,7,58,7,2,19,14,9,7,58,dawn,,Iron Fuchsite*,Upgrade Armor*,,,,
Iron Truage Boots,4048191131,"""6917529145971795430""",,Legendary,Leg Armor,,Hunter,960,Arc Energy Capacity,2,Vault,false,false,3,9,,N/A,N/A,14,7,9,12,6,14,62,14,7,9,12,6,14,62,dawn,,Iron Fuchsite*,Upgrade Armor*,,,,
Iron Will Sleeves,2547799775,"""6917529115163504929""",,Legendary,Gauntlets,ironbanner,Hunter,950,Void Energy Capacity,1,Vault,true,false,3,8,,N/A,N/A,2,20,6,10,8,10,56,2,20,6,10,8,10,56,undying,Resilience,Iron Mossbone*,Upgrade Armor*,,,,
Prodigal Strides,3516789127,"""6917529131384571336""",,Legendary,Leg Armor,,Hunter,956,Arc Energy Capacity,1,Vault,false,false,2,4,,N/A,N/A,12,2,12,6,13,12,57,12,2,12,6,13,12,57,,,Upgrade Armor*,,,,,
Iron Truage Grips,3756249289,"""6917529145966127893""",,Legendary,Gauntlets,,Hunter,960,Void Energy Capacity,2,Vault,false,false,3,9,,N/A,N/A,2,9,19,10,14,2,56,2,9,19,10,14,2,56,dawn,,Iron Fuchsite*,Upgrade Armor*,,,,
Iron Truage Boots,4048191131,"""6917529145971799906""",,Legendary,Leg Armor,,Hunter,960,Solar Energy Capacity,4,Vault,false,false,3,9,,N/A,N/A,7,2,20,8,18,2,57,7,2,20,8,18,2,57,dawn,,Iron Fuchsite*,Upgrade Armor*,,,,
Notorious Invader Mask,2593076932,"""6917529136376658018""",,Legendary,Helmet,,Hunter,950,Arc Energy Capacity,1,Vault,false,false,2,6,,N/A,N/A,11,7,8,26,6,2,60,11,7,8,26,6,2,60,,,Invader +3*,Upgrade Armor*,,,,
Lucky Raspberry,903984858,"""6917529129904423872""",,Exotic,Chest Armor,,Hunter,954,Arc Energy Capacity,3,Vault,false,false,1,1,,N/A,N/A,10,3,19,12,28,2,74,10,3,19,2,28,2,64,,,Discipline Mod*,Probability Matrix*,Upgrade Armor*,,,
Substitutional Alloy Mask,4078925540,"""6917529134148165160""",,Legendary,Helmet,seasonpass,Hunter,750,Arc Energy Capacity,5,Vault,false,false,3,8,,N/A,N/A,2,2,22,12,7,6,51,2,2,22,12,7,6,51,undying,,Upgrade Armor*,,,,,
Woven Firesmith Mask,3607521808,"""6917529134379341646""",,Legendary,Helmet,,Hunter,950,Void Energy Capacity,2,Vault,false,false,2,5,,N/A,N/A,12,7,6,2,23,2,52,12,7,6,2,23,2,52,forge,,New Age Black Armory*,Upgrade Armor*,,,,
Notorious Invader Grips,1989814421,"""6917529136376653860""",,Legendary,Gauntlets,,Hunter,950,Solar Energy Capacity,1,Vault,false,false,2,6,,N/A,N/A,12,2,16,13,13,2,58,12,2,16,13,13,2,58,,,Invader +3*,Upgrade Armor*,,,,
Iron Truage Hood,423204919,"""6917529145971792977""",,Legendary,Helmet,,Warlock,960,Arc Energy Capacity,4,Vault,false,false,3,9,,N/A,N/A,8,7,13,2,14,12,56,8,7,13,2,14,12,56,dawn,,Iron Fuchsite*,Upgrade Armor*,,,,
Iron Will Gloves,863444264,"""6917529134559183462""",,Legendary,Gauntlets,ironbanner,Warlock,950,Arc Energy Capacity,1,Vault,true,false,3,8,,N/A,N/A,20,2,7,2,14,13,58,20,2,7,2,14,13,58,undying,,Iron Mossbone*,Upgrade Armor*,,,,
Vesper of Radius,1725917554,"""6917529141954256388""",,Exotic,Chest Armor,,Warlock,960,Void Energy Capacity,1,Vault,false,false,1,2,,N/A,N/A,13,10,9,15,6,6,59,13,10,9,15,6,6,59,,,Planetary Torrent*,Upgrade Armor*,,,,
Prodigal Gloves,3386676796,"""6917529134522921202""",,Legendary,Gauntlets,,Warlock,950,Arc Energy Capacity,5,Vault,false,false,2,4,,N/A,N/A,2,18,6,14,12,2,54,2,18,6,14,12,2,54,,,Upgrade Armor*,,,,,
Notorious Reaper Mask,1295793304,"""6917529137136395491""",,Legendary,Helmet,,Hunter,950,Solar Energy Capacity,3,Vault,false,false,2,6,,N/A,N/A,8,6,16,17,8,2,57,8,6,16,17,8,2,57,,,Reaper +3*,Upgrade Armor*,,,,
Iron Truage Vestments,1604601714,"""6917529145971795995""",,Legendary,Chest Armor,,Warlock,960,Arc Energy Capacity,2,Vault,false,false,3,9,,N/A,N/A,13,9,7,8,7,13,57,13,9,7,8,7,13,57,dawn,,Iron Fuchsite*,Upgrade Armor*,,,,
Cloak of the Great Hunt,1646520469,"""6917529124671763654""",,Legendary,Hunter Cloak,,Hunter,949,Void Energy Capacity,1,Vault,false,false,2,4,,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,outlaw,Unique void,Dreaming Cast*,Upgrade Armor*,,,,
Notorious Invader Grips,1989814421,"""6917529137130201958""",,Legendary,Gauntlets,,Hunter,950,Arc Energy Capacity,1,Vault,false,false,2,6,,N/A,N/A,2,24,2,8,8,15,59,2,24,2,8,8,15,59,,,Invader +3*,Upgrade Armor*,,,,
Iron Truage Vestments,1604601714,"""6917529145971799752""",,Legendary,Chest Armor,,Warlock,960,Void Energy Capacity,2,Vault,false,false,3,9,,N/A,N/A,8,11,8,2,7,20,56,8,11,8,2,7,20,56,dawn,,Iron Fuchsite*,Upgrade Armor*,,,,
Promethium Spur,235591051,"""6917529147480489974""",,Exotic,Leg Armor,,Warlock,963,Arc Energy Capacity,1,Vault,false,false,3,9,,N/A,N/A,6,7,14,2,6,16,51,6,7,14,2,6,16,51,,,Embers of Light*,Upgrade Armor*,,,,
Swordflight 4.1,1801625827,"""6917529124453748721""",,Legendary,Helmet,,Hunter,949,Arc Energy Capacity,2,Vault,false,false,1,1,,N/A,N/A,7,7,11,2,18,9,54,7,7,11,2,18,9,54,undying,,Upgrade Armor*,,,,,
